Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,1517,9001,0,8449,13,4,11.1698
0,0,4853,4488,0,0,13,4,11.1698
0,1,1378,6673,0,6174,13,4,10.8709
0,0,4853,4234,0,0,13,4,10.8709
0,1,1350,7415,0,6932,13,4,11.5962
0,0,4853,4428,0,0,13,4,11.5962
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,1287,5274,0,4816,13,6,11.2892
0,0,4853,5306,0,0,13,6,11.2892
0,1,1125,3522,0,3125,13,9,11.0896
0,0,4853,5110,0,0,13,9,11.0896
0,1,1284,5053,0,4593,13,6,11.4886
0,0,4853,4824,0,0,13,6,11.4886
0,1,1270,5147,0,4682,13,6,12.2482
0,0,4853,5080,0,0,13,6,12.2482
0,1,1279,4862,0,4407,13,6,11.7056
0,0,4853,4945,0,0,13,6,11.7056
0,1,1375,6307,0,5815,13,5,11.062
0,0,4853,5286,0,0,13,5,11.062
0,1,1278,5268,0,4816,13,7,11.6812
0,0,4853,4627,0,0,13,7,11.6812
0,1,1372,5902,0,5409,13,8,11.481
0,0,4853,4814,0,0,13,8,11.481
0,1,1296,4720,0,4251,13,6,11.1673
0,0,4853,4509,0,0,13,6,11.1673
0,1,1444,7056,0,6532,13,6,11.9856
0,0,4853,4727,0,0,13,6,11.9856
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,871,2544,0,2097,9,4,12.6764
0,0,4853,4070,0,0,9,4,12.6764
0,1,1016,3964,4,3430,9,4,13.0289
0,0,4853,5184,0,0,9,4,13.0289
0,1,743,1809,0,1428,7,4,11.1463
0,0,4853,4354,0,0,7,4,11.1463
0,1,1041,4083,2,3539,10,4,13.2901
0,0,4853,5244,0,0,10,4,13.2901
0,1,1592,10264,2,9405,7,4,14.7699
0,0,4853,4542,0,0,7,4,14.7699
0,1,816,1656,0,1234,8,4,10.6097
0,0,4853,2833,0,0,8,4,10.6097
0,1,891,2782,0,2326,9,6,10.423
0,0,4853,3938,0,0,9,6,10.423
0,1,879,2549,0,2087,9,4,12.0738
0,0,4853,3477,0,0,9,4,12.0738
0,1,1121,4558,0,3986,10,4,11.1966
0,0,4853,4116,0,0,10,4,11.1966
0,1,850,3263,1,2818,9,4,13.646
0,0,4853,4827,0,0,9,4,13.646
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Opt Obj
0,1,918,2665,1,2191,9,7,13.0346
0,0,4853,4248,0,0,9,7,13.0346
0,1,919,2889,0,2407,9,6,13.4255
0,0,4853,5566,0,0,9,6,13.4255
0,1,781,1888,3,1478,7,4,11.4367
0,0,4853,4568,0,0,7,4,11.4367
0,1,924,2632,0,2155,10,6,13.5571
0,0,4853,5258,0,0,10,6,13.5571
0,1,1515,7962,2,7131,7,5,15.2906
0,0,4853,4729,0,0,7,5,15.2906
0,1,870,1683,1,1224,8,5,10.9028
0,0,4853,3169,0,0,8,5,10.9028
0,1,953,2664,2,2165,9,6,10.7158
0,0,4853,4309,0,0,9,6,10.7158
0,1,939,2583,1,2089,9,4,12.4388
0,0,4853,3813,0,0,9,4,12.4388
0,1,1197,4473,5,3836,10,6,11.5428
0,0,4853,4362,0,0,10,6,11.5428
0,1,896,3286,0,2804,9,5,14.0984
0,0,4853,5086,0,0,9,5,14.0984
