Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,77,24,0,0,9,1,90,9.08195
1,0,2893,494,0,0,9,1,0,9.08195
1,1,56,16,0,0,8,1,69,6.54628
1,0,2893,493,0,0,8,1,0,6.54628
1,1,67,20,0,0,9,1,79,6.44041
1,0,2893,505,0,0,9,1,0,6.44041
1,1,59,19,0,0,9,1,70,7.50161
1,0,2893,504,0,0,9,1,0,7.50161
1,1,104,30,0,0,11,1,121,6.94374
1,0,2893,487,0,0,11,1,0,6.94374
1,1,67,21,0,0,9,1,94,8.52853
1,0,2893,495,0,0,9,1,0,8.42994
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,67,20,0,0,9,1,97,8.13997
1,0,2893,524,0,0,9,1,0,8.13997
1,1,68,20,0,0,9,1,87,8.5815
1,0,2893,538,0,0,9,1,0,8.5815
1,1,39,14,0,0,7,1,47,7.00734
1,0,2893,562,0,0,7,1,0,7.00734
1,1,65,19,0,0,10,1,86,8.28274
1,0,2893,542,0,0,10,1,0,8.28274
1,1,67,20,0,0,8,1,76,9.50799
1,0,2893,516,0,0,8,1,0,9.50799
1,1,52,15,0,0,8,1,68,6.92601
1,0,2893,543,0,0,8,1,0,6.92601
1,1,65,19,0,0,9,1,88,6.91739
1,0,2893,556,0,0,9,1,0,6.87412
1,1,55,19,0,0,9,1,66,7.98002
1,0,2893,563,0,0,9,1,0,7.98002
1,1,58,16,0,0,11,1,73,7.28967
1,0,2893,535,0,0,11,1,0,7.28967
1,1,44,13,0,0,9,1,52,9.03587
1,0,2893,528,0,0,9,1,0,9.03587
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,57,19,0,0,8,1,81,8.93732
1,0,3873,761,0,0,8,1,0,8.93732
1,1,64,23,0,0,7,1,87,8.41543
1,0,3873,819,0,0,7,1,0,8.41543
1,1,64,24,0,0,8,1,77,8.10198
1,0,3873,819,0,0,8,1,0,8.10198
1,1,53,20,0,0,7,1,61,7.60612
1,0,3873,853,0,0,7,1,0,7.60612
1,1,60,23,0,0,9,1,76,9.63374
1,0,3873,799,0,0,9,1,0,9.63374
1,1,72,29,0,0,8,1,98,8.57832
1,0,3873,824,0,0,8,1,0,8.57832
1,1,63,22,0,0,7,1,84,8.47781
1,0,3873,828,0,0,7,1,0,8.40286
1,1,85,33,0,0,7,1,103,7.62254
1,0,3873,844,0,0,7,1,0,7.62254
1,1,52,19,0,0,8,1,66,8.4039
1,0,3873,818,0,0,8,1,0,8.4039
1,1,66,25,0,0,7,1,85,6.88491
1,0,3873,795,0,0,7,1,0,6.88491
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,58,20,0,0,8,1,73,9.54415
1,0,3873,845,0,0,8,1,0,9.54415
1,1,62,24,0,0,7,1,78,8.80891
1,0,3873,901,0,0,7,1,0,8.80891
1,1,66,27,0,0,7,1,77,8.50018
1,0,3873,896,0,0,7,1,0,8.50018
1,1,61,23,0,0,7,1,80,7.95804
1,0,3873,929,0,0,7,1,0,7.95804
1,1,72,27,0,0,9,1,76,10.2121
1,0,3873,858,0,0,9,1,0,10.2121
1,1,60,24,0,0,8,1,71,9.09078
1,0,3873,889,0,0,8,1,0,9.09078
1,1,58,22,0,0,7,1,79,8.89005
1,0,3873,855,0,0,7,1,0,8.89005
1,1,73,27,0,0,7,1,87,8.06961
1,0,3873,864,0,0,7,1,0,8.06961
1,1,54,19,0,0,8,1,65,8.87119
1,0,3873,851,0,0,8,1,0,8.87119
1,1,51,16,0,0,7,1,64,7.21747
1,0,3873,828,0,0,7,1,0,7.21747
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,64,11,0,0,13,1,79,8.98137
1,0,3873,443,0,0,13,1,0,8.98137
1,1,65,11,0,0,13,1,85,8.7909
1,0,3873,446,0,0,13,1,0,8.7909
1,1,69,12,0,0,13,1,84,9.06804
1,0,3873,448,0,0,13,1,0,9.06804
1,1,84,14,0,0,13,1,111,9.79608
1,0,3873,436,0,0,13,1,0,9.79608
1,1,76,13,0,0,13,1,91,9.32033
1,0,3873,440,0,0,13,1,0,9.32033
1,1,56,10,0,0,13,1,74,8.74874
1,0,3873,440,0,0,13,1,0,8.74874
1,1,111,20,0,0,13,1,139,9.41983
1,0,3873,438,0,0,13,1,0,9.41983
1,1,90,15,0,0,13,1,113,9.21194
1,0,3873,442,0,0,13,1,0,9.21194
1,1,68,12,0,0,13,1,86,8.82054
1,0,3873,442,0,0,13,1,0,8.82054
1,1,64,10,0,0,13,1,84,9.48422
1,0,3873,441,0,0,13,1,0,9.48422
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,78,13,0,0,13,1,102,9.63321
1,0,3873,489,0,0,13,1,0,9.63321
1,1,64,10,0,0,13,1,80,9.32211
1,0,3873,486,0,0,13,1,0,9.32211
1,1,65,12,0,0,13,1,84,9.59267
1,0,3873,480,0,0,13,1,0,9.59267
1,1,75,14,0,0,13,1,88,10.4275
1,0,3873,471,0,0,13,1,0,10.4275
1,1,77,13,0,0,13,1,95,9.99902
1,0,3873,485,0,0,13,1,0,9.99902
1,1,71,12,0,0,13,1,87,9.31408
1,0,3873,488,0,0,13,1,0,9.31408
1,1,63,11,0,0,13,1,82,9.92233
1,0,3873,477,0,0,13,1,0,9.92233
1,1,87,16,0,0,13,1,115,9.89927
1,0,3873,481,0,0,13,1,0,9.89927
1,1,71,12,0,0,13,1,92,9.34417
1,0,3873,491,0,0,13,1,0,9.34417
1,1,61,11,0,0,13,1,79,10.0625
1,0,3873,484,0,0,13,1,0,10.0625
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,58,17,0,0,9,1,75,10.2798
1,0,3873,626,0,0,9,1,0,10.2798
1,1,103,30,0,0,9,1,126,10.7455
1,0,3873,640,0,0,9,1,0,10.7455
