Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,65,19,0,0,11,1,82,4.87037
1,1,68,22,0,0,9,1,90,6.05039
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,59,19,0,0,8,1,76,6.7089
1,1,53,23,0,0,7,1,68,6.31439
1,1,59,25,0,0,8,1,73,6.08196
1,1,42,18,0,0,7,1,50,5.70694
1,1,65,27,0,0,9,1,82,7.23189
1,1,57,23,0,0,8,1,68,6.43454
1,1,56,21,0,0,7,1,66,6.30332
1,1,80,29,0,0,7,1,90,5.71853
1,1,43,16,0,0,8,1,58,6.30378
1,1,59,22,0,0,7,1,72,5.1668
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,69,30,0,0,8,1,89,7.17093
1,1,58,22,0,0,7,1,67,6.61153
1,1,45,16,0,0,7,1,53,6.37623
1,1,47,22,0,0,7,1,57,5.97051
1,1,86,31,0,0,9,1,112,7.66687
1,1,78,28,0,0,8,1,93,6.82798
1,1,57,23,0,0,7,1,68,6.67052
1,1,77,31,0,0,7,1,88,6.05844
1,1,61,23,0,0,8,1,82,6.66097
1,1,71,27,0,0,7,1,93,5.42234
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,69,13,0,0,13,1,82,6.73973
1,1,46,10,0,0,13,1,59,6.59621
1,1,61,11,0,0,13,1,77,6.80396
1,1,80,14,0,0,13,1,98,7.349
1,1,68,12,0,0,13,1,85,6.99499
1,1,71,13,0,0,13,1,93,6.56708
1,1,111,20,0,0,13,1,142,7.06955
1,1,83,14,0,0,13,1,99,6.91197
1,1,62,11,0,0,13,1,79,6.61951
1,1,63,12,0,0,13,1,79,7.11762
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,66,12,0,0,13,1,75,7.22662
1,1,60,13,0,0,13,1,74,6.99888
1,1,69,13,0,0,13,1,86,7.19955
1,1,94,18,0,0,13,1,107,7.82651
1,1,72,14,0,0,13,1,92,7.50618
1,1,67,12,0,0,13,1,85,6.9904
1,1,64,12,0,0,13,1,79,7.44678
1,1,89,17,0,0,13,1,108,7.43117
1,1,69,13,0,0,13,1,93,7.01483
1,1,67,14,0,0,13,1,84,7.55399
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,72,23,0,0,9,1,100,7.71712
1,1,91,29,0,0,9,1,113,8.06243
1,1,38,12,0,0,7,1,49,6.739
1,1,54,16,0,0,10,1,70,8.04355
1,1,81,27,0,0,9,1,94,9.08195
1,1,59,18,0,0,8,1,72,6.54628
1,1,70,22,0,0,9,1,82,6.44041
1,1,61,19,0,0,9,1,72,7.50161
1,1,107,31,0,0,11,1,124,6.94374
1,1,64,22,0,0,9,1,91,8.52853
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,77,25,0,0,9,1,107,8.13997
1,1,72,30,0,0,9,1,91,8.5815
1,1,58,22,0,0,7,1,66,7.00734
1,1,75,22,0,0,10,1,96,8.28274
1,1,76,24,0,0,8,1,85,9.50799
1,1,62,18,0,0,8,1,78,6.92601
1,1,62,19,0,0,9,1,72,6.87412
1,1,62,19,0,0,9,1,73,7.98002
1,1,64,18,0,0,11,1,79,7.28967
1,1,55,17,0,0,9,1,63,9.03587
