Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,57,10,0,0,13,1,72,7.44678
1,1,83,14,0,0,13,1,102,7.43117
1,1,66,12,0,0,13,1,90,7.01483
1,1,58,10,0,0,13,1,75,7.55399
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,66,22,0,0,9,1,94,7.71712
1,1,54,17,0,0,9,1,73,8.06243
1,1,39,12,0,0,7,1,50,6.739
1,1,51,19,0,0,10,1,67,8.04355
1,1,77,24,0,0,9,1,90,9.08195
1,1,56,16,0,0,8,1,69,6.54628
1,1,67,20,0,0,9,1,79,6.44041
1,1,59,18,0,0,9,1,70,7.50161
1,1,104,31,0,0,11,1,121,6.94374
1,1,67,21,0,0,9,1,94,8.52853
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,67,20,0,0,9,1,97,8.13997
1,1,68,21,0,0,9,1,87,8.5815
1,1,39,14,0,0,7,1,47,7.00734
1,1,65,20,0,0,10,1,86,8.28274
1,1,67,21,0,0,8,1,76,9.50799
1,1,52,16,0,0,8,1,68,6.92601
1,1,65,19,0,0,9,1,88,6.91739
1,1,55,18,0,0,9,1,66,7.98002
1,1,58,18,0,0,11,1,73,7.28967
1,1,44,15,0,0,9,1,52,9.03587
